FEATURE	GAIN	WEIGHT	COVER	TOTAL_GAIN	TOTAL_COVER
Consistent_Mates	3.8106648750957293	117	49.496962143333334	445.8477903862003	5791.14457077
GC2CG	3.992083064309677	31	91.28191501935484	123.75457499359999	2829.7393656
Inconsistent_Mates	6.928880498873531	34	72.27437204970586	235.58193696170005	2457.328649689999
M2_ECNT	2.994091532953333	15	17.003953789333334	44.911372994299995	255.05930684
M2_NLOD	1.4287012286023812	42	93.90211892999999	60.00545160130002	3943.8889950599996
M2_TLOD	69.7816147465476	130	1226.128422557153	9071.609917051188	159396.6949324299
MSI	2.048901650231482	54	23.864423765555557	110.64068911250001	1288.67888334
MSILEN	1.0148035700333333	15	20.12268822533333	15.2220535505	301.84032338
MaxHomopolymer_Length	0.528899219515625	32	23.067481986562502	16.9247750245	738.1594235700001
MuSE_Tier	4.109198439540001	5	18.961998032	20.545992197700006	94.80999016
N_ALT_FOR	1.0554218931875	8	40.76919793	8.4433751455	326.15358344
N_DP	1.08685485487963	54	19.15339855277777	58.69016216350002	1034.2835218499995
N_REF_FOR	0.7146939980585085	114	18.901818925	81.47511577866997	2154.80735745
N_REF_REV	1.1805478501015452	110	18.70601560581819	129.86026351116996	2057.661716640001
SHIFT3	0.8248523651135135	37	17.236405146216217	30.5195375092	637.7469904100001
SOR	4.363876289220666	15	129.92172453333333	65.45814433830999	1948.825868
Seq_Complexity_Adj	1.3461271232815961	163	23.001679474723932	219.41872109490018	3749.2737543800013
Seq_Complexity_Span	0.9206677400619837	126	20.246143395158715	116.00413524780994	2551.014067789998
SiteHomopolymer_Length	1.1903118534760464	43	9.43560237744186	51.18340969947	405.73090222999997
Strelka_Score	38.80032778067023	44	216.85470495454555	1707.2144223494902	9541.607018000004
T_ALT_FOR	3.588339755132834	120	46.828617601999966	430.60077061594006	5619.434112239996
T_ALT_REV	3.262641262409917	120	44.16243155424999	391.51695148919003	5299.491786509999
T_DP	1.297357558949453	73	9.153328269863014	94.70710180331007	668.1929637000001
T_REF_FOR	1.8561463255295847	144	23.782018370763893	267.2850708762602	3424.6106453900006
T_REF_REV	1.0466330567620683	116	17.847110776379317	121.40943458439993	2070.2648500600008
VarDict_Score	13.504193308318953	144	498.14038256118045	1944.6038363979292	71732.21508880999
VarScan2_Score	3.9295724350647085	85	717.0654122183529	334.01365698050023	60950.56003856
if_Caller_0	15.058647244500001	25	286.050285294	376.4661811125	7151.25713235
if_LoFreq	15.57055825425	8	101.23391154750001	124.564466034	809.8712923800001
if_MuTect	7.93529806251	10	218.55833522000003	79.3529806251	2185.5833522000003
if_VarDict	16.33220955066875	16	210.59570962125	261.3153528107	3369.53135394
if_VarScan2	5.921907217539999	10	13.240759039	59.219072175399994	132.40759039
nBAM_ALT_BQ	3.928281545	2	61.51598355	7.85656309	123.0319671
nBAM_ALT_Concordant	0.9358964829833335	6	92.95834594999998	5.615378897900001	557.7500756999999
nBAM_NM_Diff	2.5014500756076927	13	76.84120758384617	32.518850982900005	998.9356985900001
nBAM_Other_Reads	5.6705940398	22	2964.5173983818186	124.7530688756	65219.38276440001
nBAM_REF_BQ	0.978668357878939	180	17.64994611672221	176.16030441820902	3176.9903010099974
nBAM_REF_Clipped_Reads	2.6357767726811305	53	39.56959105924527	139.69616895209992	2097.1883261399994
nBAM_REF_Concordant	0.5948152462682927	41	13.837551138780489	24.387425097	567.33959669
nBAM_REF_Discordant	1.646425458154818	110	28.2622521040909	181.10680039702996	3108.847731449999
nBAM_REF_MQ	3.5409880914999996	6	5242.595561183333	21.245928549	31455.573367099998
nBAM_REF_NM	1.5040284430900461	217	27.97805927465439	326.37417215054	6071.238862600003
nBAM_StrandBias_FET	1.8719893675	4	161.397274	7.48795747	645.589096
nBAM_p_MannWhitneyU_BQ	1.1006057701724137	29	29.559089812413795	31.917567334999998	857.21360456
nBAM_p_MannWhitneyU_EndPos	2.4040059175	13	54.921344633846154	31.2520769275	713.97748024
nBAM_p_MannWhitneyU_MQ	1.08737873485	2	32.328253020000005	2.1747574697	64.65650604000001
tBAM_ALT_BQ	5.605799110720001	20	110.777782634	112.11598221440002	2215.55565268
